indice_tiempo,tipo_cambio_bna_vendedor
2021-04-17,98.25
2021-04-18,98.25
2021-04-19,98.25
2021-04-20,98.25
2021-04-21,98.25
2021-04-22,98.25
2021-04-23,98.25
2021-04-24,98.25
2021-04-25,98.25
2021-04-26,98.5
2021-04-27,98.5
2021-04-28,98.5
2021-04-29,98.5
2021-04-30,98.5
2021-05-01,98.5
2021-05-02,98.5
2021-05-03,98.75
2021-05-04,98.75
2021-05-05,98.75
2021-05-06,98.75
2021-05-07,99.0
2021-05-08,99.0
2021-05-09,99.0
2021-05-10,99.0
2021-05-11,99.0
2021-05-12,99.0
2021-05-13,99.0
2021-05-14,99.0
2021-05-15,99.0
2021-05-16,99.0
2021-05-17,99.0
2021-05-18,99.25
2021-05-19,99.25
2021-05-20,99.25
2021-05-21,99.5
2021-05-22,99.5
2021-05-23,99.5
2021-05-24,99.5
2021-05-25,99.5
2021-05-26,99.5
2021-05-27,99.75
2021-05-28,99.75
2021-05-29,99.75
2021-05-30,99.75
2021-05-31,99.75
2021-06-01,100.0
2021-06-02,100.0
2021-06-03,100.0
2021-06-04,100.0
2021-06-05,100.0
2021-06-06,100.0
2021-06-07,100.0
2021-06-08,100.0
2021-06-09,100.0
2021-06-10,100.0
2021-06-11,100.0
2021-06-12,100.0
2021-06-13,100.0
2021-06-14,100.25
2021-06-15,100.25
2021-06-16,100.25
2021-06-17,100.25
2021-06-18,100.25
2021-06-19,100.25
2021-06-20,100.25
2021-06-21,100.25
2021-06-22,100.25
2021-06-23,100.5
2021-06-24,100.5
2021-06-25,100.5
2021-06-26,100.5
2021-06-27,100.5
2021-06-28,100.5
2021-06-29,100.75
2021-06-30,100.75
2021-07-01,100.75
2021-07-02,100.75
2021-07-03,100.75
2021-07-04,100.75
2021-07-05,101.0
2021-07-06,101.0
2021-07-07,101.0
2021-07-08,101.0
2021-07-09,101.0
2021-07-10,101.0
2021-07-11,101.0
2021-07-12,101.0
2021-07-13,101.25
2021-07-14,101.25
2021-07-15,101.25
2021-07-16,101.25
2021-07-17,101.25
2021-07-18,101.25
2021-07-19,101.5
2021-07-20,101.5
2021-07-21,101.5
2021-07-22,101.5
2021-07-23,101.5
2021-07-24,101.5
2021-07-25,101.5
2021-07-26,101.5
2021-07-27,101.75
2021-07-28,101.75
2021-07-29,101.75
2021-07-30,101.75
2021-07-31,101.75
2021-08-01,101.75
2021-08-02,101.75
2021-08-03,102.0
2021-08-04,102.0
2021-08-05,102.0
2021-08-06,102.0
2021-08-07,102.0
2021-08-08,102.0
2021-08-09,102.0
2021-08-10,102.0
2021-08-11,102.0
2021-08-12,102.0
2021-08-13,102.25
2021-08-14,102.25
2021-08-15,102.25
2021-08-16,102.25
2021-08-17,102.25
2021-08-18,102.25
2021-08-19,102.5
2021-08-20,102.5
2021-08-21,102.5
2021-08-22,102.5
2021-08-23,102.5
2021-08-24,102.5
2021-08-25,102.5
2021-08-26,102.75
2021-08-27,102.75
2021-08-28,102.75
2021-08-29,102.75
2021-08-30,102.75
2021-08-31,102.75
2021-09-01,103.0
2021-09-02,103.0
2021-09-03,103.0
2021-09-04,103.0
2021-09-05,103.0
2021-09-06,103.0
2021-09-07,103.0
2021-09-08,103.25
2021-09-09,103.25
2021-09-10,103.25
2021-09-11,103.25
2021-09-12,103.25
2021-09-13,103.25
2021-09-14,103.25
2021-09-15,103.5
2021-09-16,103.5
2021-09-17,103.5
2021-09-18,103.5
2021-09-19,103.5
2021-09-20,103.75
2021-09-21,103.75
2021-09-22,103.75
2021-09-23,103.75
2021-09-24,103.75
2021-09-25,103.75
2021-09-26,103.75
2021-09-27,103.75
2021-09-28,103.75
2021-09-29,103.75
2021-09-30,104.0
2021-10-01,104.0
2021-10-02,104.0
2021-10-03,104.0
2021-10-04,104.0
2021-10-05,104.25
2021-10-06,104.25
2021-10-07,104.25
2021-10-08,104.25
2021-10-09,104.25
2021-10-10,104.25
2021-10-11,104.25
2021-10-12,104.25
2021-10-13,104.25
2021-10-14,104.25
2021-10-15,104.5
2021-10-16,104.5
2021-10-17,104.5
2021-10-18,104.5
2021-10-19,104.75
2021-10-20,104.75
2021-10-21,104.75
2021-10-22,104.75
2021-10-23,104.75
2021-10-24,104.75
2021-10-25,104.75
2021-10-26,104.75
2021-10-27,105.0
2021-10-28,105.0
2021-10-29,105.0
2021-10-30,105.0
2021-10-31,105.0
2021-11-01,105.0
2021-11-02,105.0
2021-11-03,105.0
2021-11-04,105.25
2021-11-05,105.25
2021-11-06,105.25
2021-11-07,105.25
2021-11-08,105.25
2021-11-09,105.25
2021-11-10,105.25
2021-11-11,105.25
2021-11-12,105.25
2021-11-13,105.25
2021-11-14,105.25
2021-11-15,105.5
2021-11-16,105.5
2021-11-17,105.5
2021-11-18,105.5
2021-11-19,105.5
2021-11-20,105.5
2021-11-21,105.5
2021-11-22,105.5
2021-11-23,105.75
2021-11-24,105.75
2021-11-25,105.75
2021-11-26,105.75
2021-11-27,105.75
2021-11-28,105.75
2021-11-29,105.75
2021-11-30,106.0
2021-12-01,106.25
2021-12-02,106.25
2021-12-03,106.25
2021-12-04,106.25
2021-12-05,106.25
2021-12-06,106.25
2021-12-07,106.5
2021-12-08,106.5
2021-12-09,106.75
2021-12-10,106.75
2021-12-11,106.75
2021-12-12,106.75
2021-12-13,106.75
2021-12-14,107.0
2021-12-15,107.0
2021-12-16,107.0
2021-12-17,107.0
2021-12-18,107.0
2021-12-19,107.0
2021-12-20,107.0
2021-12-21,107.0
2021-12-22,107.25
2021-12-23,107.25
2021-12-24,107.25
2021-12-25,107.25
2021-12-26,107.25
2021-12-27,107.5
2021-12-28,107.75
2021-12-29,107.75
2021-12-30,107.75
2021-12-31,107.75
2022-01-01,107.75
2022-01-02,107.75
2022-01-03,108.0
2022-01-04,108.0
2022-01-05,108.0
2022-01-06,108.25
2022-01-07,108.5
2022-01-08,108.5
2022-01-09,108.5
2022-01-10,108.5
2022-01-11,108.5
2022-01-12,108.75
2022-01-13,108.75
2022-01-14,108.75
2022-01-15,108.75
2022-01-16,108.75
2022-01-17,109.0
2022-01-18,109.0
2022-01-19,109.0
2022-01-20,109.0
2022-01-21,109.25
2022-01-22,109.25
2022-01-23,109.25
2022-01-24,109.5
2022-01-25,109.5
2022-01-26,109.5
2022-01-27,110.0
2022-01-28,110.25
2022-01-29,110.25
2022-01-30,110.25
2022-01-31,110.25
2022-02-01,110.25
2022-02-02,110.25
2022-02-03,110.5
2022-02-04,110.75
2022-02-05,110.75
2022-02-06,110.75
2022-02-07,111.0
2022-02-08,111.0
2022-02-09,111.0
2022-02-10,111.25
2022-02-11,111.25
2022-02-12,111.25
2022-02-13,111.25
2022-02-14,111.75
2022-02-15,112.0
2022-02-16,112.0
2022-02-17,112.0
2022-02-18,112.0
2022-02-19,112.0
2022-02-20,112.0
2022-02-21,112.25
2022-02-22,112.5
2022-02-23,112.5
2022-02-24,112.5
2022-02-25,112.5
2022-02-26,112.5
2022-02-27,112.5
2022-02-28,112.5
2022-03-01,112.5
2022-03-02,113.0
2022-03-03,113.25
2022-03-04,113.25
2022-03-05,113.25
2022-03-06,113.25
2022-03-07,113.75
2022-03-08,113.75
2022-03-09,114.0
2022-03-10,114.0
2022-03-11,114.0
2022-03-12,114.0
2022-03-13,114.0
2022-03-14,114.25
2022-03-15,114.5
2022-03-16,114.5
2022-03-17,114.5
2022-03-18,114.75
2022-03-19,114.75
2022-03-20,114.75
2022-03-21,115.0
2022-03-22,115.25
2022-03-23,115.5
2022-03-24,115.5
2022-03-25,115.5
2022-03-26,115.5
2022-03-27,115.5
2022-03-28,115.75
2022-03-29,115.75
2022-03-30,116.0
2022-03-31,116.0
2022-04-01,116.25
2022-04-02,116.25
2022-04-03,116.25
2022-04-04,116.75
2022-04-05,116.75
2022-04-06,117.0
2022-04-07,117.25
2022-04-08,117.25
2022-04-09,117.25
2022-04-10,117.25
2022-04-11,117.75
2022-04-12,117.75
2022-04-13,118.0
2022-04-14,118.0
2022-04-15,118.0
2022-04-16,118.0
2022-04-17,118.0
2022-04-18,118.5
2022-04-19,118.75
2022-04-20,119.0
2022-04-21,119.25
2022-04-22,119.5
2022-04-23,119.5
2022-04-24,119.5
2022-04-25,119.5
2022-04-26,119.75
2022-04-27,119.75
2022-04-28,119.75
2022-04-29,120.25
2022-04-30,120.25
2022-05-01,120.25
2022-05-02,120.5
2022-05-03,121.0
2022-05-04,121.25
2022-05-05,121.25
2022-05-06,121.75
2022-05-07,121.75
2022-05-08,121.75
2022-05-09,121.75
2022-05-10,122.0
2022-05-11,122.25
2022-05-12,122.5
2022-05-13,123.0
2022-05-14,123.0
2022-05-15,123.0
2022-05-16,123.0
2022-05-17,123.25
2022-05-18,123.25
2022-05-19,123.5
2022-05-20,123.75
2022-05-21,123.75
2022-05-22,123.75
2022-05-23,124.0
2022-05-24,124.25
2022-05-25,124.25
2022-05-26,124.25
2022-05-27,124.5
2022-05-28,124.5
2022-05-29,124.5
2022-05-30,125.0
2022-05-31,125.25
2022-06-01,125.25
2022-06-02,125.5
2022-06-03,126.0
2022-06-04,126.0
2022-06-05,126.0
2022-06-06,126.25
2022-06-07,126.25
2022-06-08,126.5
2022-06-09,126.75
2022-06-10,127.0
2022-06-11,127.0
2022-06-12,127.0
2022-06-13,127.25
2022-06-14,127.5
2022-06-15,127.75
2022-06-16,127.75
2022-06-17,127.75
2022-06-18,127.75
2022-06-19,127.75
2022-06-20,127.75
2022-06-21,128.5
2022-06-22,128.5
2022-06-23,128.75
2022-06-24,128.75
2022-06-25,128.75
2022-06-26,128.75
2022-06-27,129.75
2022-06-28,129.75
2022-06-29,129.75
2022-06-30,130.0
2022-07-01,130.25
2022-07-02,130.25
2022-07-03,130.25
2022-07-04,131.5
2022-07-05,131.75
2022-07-06,132.0
2022-07-07,132.25
2022-07-08,133.25
2022-07-09,133.25
2022-07-10,133.25
2022-07-11,134.25
2022-07-12,134.75
2022-07-13,135.0
2022-07-14,135.0
2022-07-15,135.0
2022-07-16,135.0
2022-07-17,135.0
2022-07-18,135.25
2022-07-19,135.75
2022-07-20,135.75
2022-07-21,136.0
2022-07-22,136.0
2022-07-23,136.0
2022-07-24,136.0
2022-07-25,136.75
2022-07-26,137.0
2022-07-27,137.25
2022-07-28,137.25
2022-07-29,137.25
2022-07-30,137.25
2022-07-31,137.25
2022-08-01,138.25
2022-08-02,138.5
2022-08-03,138.75
2022-08-04,138.75
2022-08-05,138.75
2022-08-06,138.75
2022-08-07,138.75
2022-08-08,139.75
2022-08-09,140.0
2022-08-10,140.0
2022-08-11,140.0
2022-08-12,141.0
2022-08-13,141.0
2022-08-14,141.0
2022-08-15,141.0
2022-08-16,141.75
2022-08-17,142.0
2022-08-18,142.0
2022-08-19,142.25
2022-08-20,142.25
2022-08-21,142.25
2022-08-22,143.5
2022-08-23,143.75
2022-08-24,144.0
2022-08-25,144.0
2022-08-26,144.25
2022-08-27,144.25
2022-08-28,144.25
2022-08-29,145.0
2022-08-30,145.0
2022-08-31,145.0
2022-09-01,145.0
2022-09-02,145.0
2022-09-03,145.0
2022-09-04,145.0
2022-09-05,146.0
2022-09-06,146.5
2022-09-07,147.0
2022-09-08,147.5
2022-09-09,147.5
2022-09-10,147.5
2022-09-11,147.5
2022-09-12,148.75
2022-09-13,149.0
2022-09-14,149.0
2022-09-15,149.0
2022-09-16,149.0
2022-09-17,149.0
2022-09-18,149.0
2022-09-19,150.0
2022-09-20,150.5
2022-09-21,150.75
2022-09-22,151.0
2022-09-23,151.25
2022-09-24,151.25
2022-09-25,151.25
2022-09-26,152.25
2022-09-27,152.75
2022-09-28,153.0
2022-09-29,153.0
2022-09-30,153.25
2022-10-01,153.25
2022-10-02,153.25
2022-10-03,154.25
2022-10-04,155.0
2022-10-05,155.25
2022-10-06,155.25
2022-10-07,155.25
2022-10-08,155.25
2022-10-09,155.25
2022-10-10,155.25
2022-10-11,157.0
2022-10-12,157.25
2022-10-13,157.25
2022-10-14,157.25
2022-10-15,157.25
2022-10-16,157.25
2022-10-17,158.75
2022-10-18,159.0
2022-10-19,159.0
2022-10-20,159.5
2022-10-21,159.5
2022-10-22,159.5
2022-10-23,159.5
2022-10-24,161.0
2022-10-25,161.5
2022-10-26,161.5
2022-10-27,161.5
2022-10-28,161.5
2022-10-29,161.5
2022-10-30,161.5
2022-10-31,162.5
2022-11-01,163.0
2022-11-02,163.5
2022-11-03,164.0
2022-11-04,164.5
2022-11-05,164.5
2022-11-06,164.5
2022-11-07,165.5
2022-11-08,166.0
2022-11-09,166.5
2022-11-10,167.0
2022-11-11,167.0
2022-11-12,167.0
2022-11-13,167.0
2022-11-14,167.5
2022-11-15,168.5
2022-11-16,169.0
2022-11-17,169.25
2022-11-18,169.25
2022-11-19,169.25
2022-11-20,169.25
2022-11-21,169.25
2022-11-22,170.25
2022-11-23,171.25
2022-11-24,171.75
2022-11-25,171.75
2022-11-26,171.75
2022-11-27,171.75
2022-11-28,172.75
2022-11-29,173.75
2022-11-30,174.25
2022-12-01,174.25
2022-12-02,174.75
2022-12-03,174.75
2022-12-04,174.75
2022-12-05,175.75
2022-12-06,176.0
2022-12-07,176.0
2022-12-08,176.0
2022-12-09,176.0
2022-12-10,176.0
2022-12-11,176.0
2022-12-12,178.0
2022-12-13,178.5
2022-12-14,178.5
2022-12-15,178.5
2022-12-16,179.0
2022-12-17,179.0
2022-12-18,179.0
2022-12-19,180.0
2022-12-20,180.0
2022-12-21,180.5
2022-12-22,180.5
2022-12-23,181.0
2022-12-24,181.0
2022-12-25,181.0
2022-12-26,182.5
2022-12-27,182.5
2022-12-28,183.0
2022-12-29,183.25
2022-12-30,183.25
2022-12-31,183.25
2023-01-01,183.25
2023-01-02,184.75
2023-01-03,185.75
2023-01-04,185.75
2023-01-05,185.75
2023-01-06,185.75
2023-01-07,185.75
2023-01-08,185.75
2023-01-09,187.25
2023-01-10,187.75
2023-01-11,187.75
2023-01-12,187.75
2023-01-13,187.75
2023-01-14,187.75
2023-01-15,187.75
2023-01-16,189.0
2023-01-17,189.25
2023-01-18,189.25
2023-01-19,189.25
2023-01-20,189.75
2023-01-21,189.75
2023-01-22,189.75
2023-01-23,191.25
2023-01-24,191.5
2023-01-25,191.5
2023-01-26,192.25
2023-01-27,192.25
2023-01-28,192.25
2023-01-29,192.25
2023-01-30,193.25
2023-01-31,194.0
2023-02-01,194.5
2023-02-02,194.5
2023-02-03,195.0
2023-02-04,195.0
2023-02-05,195.0
2023-02-06,196.0
2023-02-07,196.25
2023-02-08,196.25
2023-02-09,196.25
2023-02-10,197.25
2023-02-11,197.25
2023-02-12,197.25
2023-02-13,197.75
2023-02-14,198.0
2023-02-15,198.25
2023-02-16,198.5
2023-02-17,199.25
2023-02-18,199.25
2023-02-19,199.25
2023-02-20,199.25
2023-02-21,199.25
2023-02-22,200.5
2023-02-23,202.0
2023-02-24,202.25
2023-02-25,202.25
2023-02-26,202.25
2023-02-27,202.75
2023-02-28,204.0
2023-03-01,204.0
2023-03-02,205.0
2023-03-03,205.5
2023-03-04,205.5
2023-03-05,205.5
2023-03-06,206.25
2023-03-07,206.25
2023-03-08,206.75
2023-03-09,206.75
2023-03-10,207.0
2023-03-11,207.0
2023-03-12,207.0
2023-03-13,208.25
2023-03-14,208.75
2023-03-15,209.0
2023-03-16,209.5
2023-03-17,210.0
2023-03-18,210.0
2023-03-19,210.0
2023-03-20,211.0
2023-03-21,211.75
2023-03-22,212.25
2023-03-23,212.5
2023-03-24,212.5
2023-03-25,212.5
2023-03-26,212.5
2023-03-27,213.5
2023-03-28,214.5
2023-03-29,215.0
2023-03-30,215.5
2023-03-31,215.5
2023-04-01,215.5
2023-04-02,215.5
2023-04-03,216.5
2023-04-04,217.5
2023-04-05,218.5
2023-04-06,218.5
2023-04-07,218.5
2023-04-08,218.5
2023-04-09,218.5
2023-04-10,220.25
2023-04-11,220.75
2023-04-12,220.75
2023-04-13,220.75
2023-04-14,221.0
2023-04-15,221.0
2023-04-16,221.0
2023-04-17,222.5
2023-04-18,223.0
2023-04-19,224.0
2023-04-20,224.5
2023-04-21,225.0
2023-04-22,225.0
2023-04-23,225.0
2023-04-24,226.0
2023-04-25,226.5
2023-04-26,227.5
2023-04-27,228.5
2023-04-28,229.0
2023-04-29,229.0
2023-04-30,229.0
2023-05-01,229.0
2023-05-02,230.5
2023-05-03,232.0
2023-05-04,233.0
2023-05-05,234.0
2023-05-06,234.0
2023-05-07,234.0
2023-05-08,236.0
2023-05-09,237.0
2023-05-10,237.5
2023-05-11,238.0
2023-05-12,238.5
2023-05-13,238.5
2023-05-14,238.5
2023-05-15,240.0
2023-05-16,240.5
2023-05-17,241.0
2023-05-18,241.5
2023-05-19,242.0
2023-05-20,242.0
2023-05-21,242.0
2023-05-22,243.5
2023-05-23,244.0
2023-05-24,245.0
2023-05-25,245.0
2023-05-26,245.0
2023-05-27,245.0
2023-05-28,245.0
2023-05-29,248.0
2023-05-30,248.5
2023-05-31,249.0
2023-06-01,249.5
2023-06-02,250.5
2023-06-03,250.5
2023-06-04,250.5
2023-06-05,251.5
2023-06-06,252.5
2023-06-07,252.5
2023-06-08,254.0
2023-06-09,254.5
2023-06-10,254.5
2023-06-11,254.5
2023-06-12,255.5
2023-06-13,256.0
2023-06-14,256.5
2023-06-15,258.0
2023-06-16,259.0
2023-06-17,259.0
2023-06-18,259.0
2023-06-19,259.0
2023-06-20,259.0
2023-06-21,262.5
2023-06-22,263.5
2023-06-23,264.5
2023-06-24,264.5
2023-06-25,264.5
2023-06-26,265.5
2023-06-27,266.0
2023-06-28,266.5
2023-06-29,267.0
2023-06-30,268.0
2023-07-01,268.0
2023-07-02,268.0
2023-07-03,270.0
2023-07-04,270.5
2023-07-05,271.5
2023-07-06,272.0
2023-07-07,273.0
2023-07-08,273.0
2023-07-09,273.0
2023-07-10,274.5
2023-07-11,275.0
2023-07-12,275.5
2023-07-13,276.5
2023-07-14,277.0
2023-07-15,277.0
2023-07-16,277.0
2023-07-17,279.0
2023-07-18,279.0
2023-07-19,279.5
2023-07-20,280.0
2023-07-21,281.5
2023-07-22,281.5
2023-07-23,281.5
2023-07-24,283.5
2023-07-25,283.5
2023-07-26,284.0
2023-07-27,284.0
2023-07-28,285.0
2023-07-29,285.0
2023-07-30,285.0
2023-07-31,286.5
2023-08-01,287.5
2023-08-02,288.5
2023-08-03,290.0
2023-08-04,291.0
2023-08-05,291.0
2023-08-06,291.0
2023-08-07,293.0
2023-08-08,294.0
2023-08-09,295.0
2023-08-10,296.0
2023-08-11,298.5
2023-08-12,298.5
2023-08-13,298.5
2023-08-14,365.5
2023-08-15,365.5
2023-08-16,365.5
2023-08-17,365.5
2023-08-18,365.5
2023-08-19,365.5
2023-08-20,365.5
2023-08-21,365.5
2023-08-22,365.5
2023-08-23,365.5
2023-08-24,365.5
2023-08-25,365.5
2023-08-26,365.5
2023-08-27,365.5
2023-08-28,365.5
2023-08-29,365.5
2023-08-30,365.5
2023-08-31,365.5
2023-09-01,365.5
2023-09-02,365.5
2023-09-03,365.5
2023-09-04,365.5
2023-09-05,365.5
2023-09-06,365.5
2023-09-07,365.5
2023-09-08,365.5
2023-09-09,365.5
2023-09-10,365.5
2023-09-11,365.5
2023-09-12,365.5
2023-09-13,365.5
2023-09-14,365.5
2023-09-15,365.5
2023-09-16,365.5
2023-09-17,365.5
2023-09-18,365.5
2023-09-19,365.5
2023-09-20,365.5
2023-09-21,365.5
2023-09-22,365.5
2023-09-23,365.5
2023-09-24,365.5
2023-09-25,365.5
2023-09-26,365.5
2023-09-27,365.5
2023-09-28,365.5
2023-09-29,365.5
2023-09-30,365.5
2023-10-01,365.5
2023-10-02,365.5
2023-10-03,365.5
2023-10-04,365.5
2023-10-05,365.5
2023-10-06,365.5
2023-10-07,365.5
2023-10-08,365.5
2023-10-09,365.5
2023-10-10,365.5
2023-10-11,365.5
2023-10-12,365.5
2023-10-13,365.5
2023-10-14,365.5
2023-10-15,365.5
2023-10-16,365.5
2023-10-17,365.5
2023-10-18,365.5
2023-10-19,365.5
2023-10-20,365.5
2023-10-21,365.5
2023-10-22,365.5
2023-10-23,365.5
2023-10-24,365.5
2023-10-25,365.5
2023-10-26,365.5
2023-10-27,365.5
2023-10-28,365.5
2023-10-29,365.5
2023-10-30,365.5
2023-10-31,365.5
2023-11-01,365.5
2023-11-02,365.5
2023-11-03,365.5
2023-11-04,365.5
2023-11-05,365.5
2023-11-06,365.5
2023-11-07,365.5
2023-11-08,365.5
2023-11-09,365.5
2023-11-10,365.5
2023-11-11,365.5
2023-11-12,365.5
2023-11-13,365.5
2023-11-14,365.5
2023-11-15,368.5
2023-11-16,369.0
2023-11-17,369.5
2023-11-18,369.5
2023-11-19,369.5
2023-11-20,369.5
2023-11-21,371.5
2023-11-22,372.0
2023-11-23,372.5
2023-11-24,373.0
2023-11-25,373.0
2023-11-26,373.0
2023-11-27,374.5
2023-11-28,375.0
2023-11-29,375.5
2023-11-30,376.0
